604,"https://commons.princeton.edu/media/geniza/6C.2.6 Bodleian (e94-f108)/Bodl. MS Heb. f 22_43 (PGPID 604).pdf"
605,"https://commons.princeton.edu/media/geniza/6C.2.6 Bodleian (e94-f108)/Bodl. MS Heb. ef 22_47 (PGPID 605).pdf"
608,"https://commons.princeton.edu/media/geniza/6C.2.6 Bodleian (e94-f108)/Bodl. MS Heb. f 56_129 (PGPID 608).pdf"
615,"https://commons.princeton.edu/media/geniza/6C.2.6 Bodleian (e94-f108)/Bodl. MS Heb. e 98_60 (PGPID 615).pdf"
618,"https://commons.princeton.edu/media/geniza/6B.2.3 DK Transcripts/DK 120 (PGPID 618).pdf"
619,"https://commons.princeton.edu/media/geniza/6B.2.3 DK Transcripts/DK 123 (PGPID 619).pdf"
622,"https://commons.princeton.edu/media/geniza/6B.2.3 DK Transcripts/DK 13_1 (PGPID 622).pdf"
622,"https://commons.princeton.edu/media/geniza/6B.2.3 DK Transcripts/DK 13_2 (PGPID 622).pdf"
635,"https://commons.princeton.edu/media/geniza/6B.2.3 DK Transcripts/DK XXI_3 (PGPID 635).pdf"
635,"https://commons.princeton.edu/media/geniza/5C.2.2 Mediterranean people_ B III_ Employment 1-12/DK XXI_2 (PGPID 635).pdf"
635,"https://commons.princeton.edu/media/geniza/5C.2.2 Mediterranean people_ B III_ Employment 1-12/DK XXI_1 (PGPID 635).pdf"
638,"https://commons.princeton.edu/media/geniza/6B.2.2 Dropsie Transcripts/Halper 336 (PGPID 638).pdf"
642,"https://commons.princeton.edu/media/geniza/6B.2.2 Dropsie Transcripts/Halper 386 (PGPID 642).pdf"
646,"https://commons.princeton.edu/media/geniza/6B.1.4 Mediterranean people_ _In Town_ communal life/ENA 109 (PGPID 646).pdf"
655,"https://commons.princeton.edu/media/geniza/6D.2.3 ENA (2348-4010) pt 1/ENA 2348.1 (PGPID 655).pdf"
656,"https://commons.princeton.edu/media/geniza/6D.2.3 ENA (2348-4010) pt 1/ENA 2556.1_2 (PGPID 656).pdf"
656,"https://commons.princeton.edu/media/geniza/6C.1.4 Mediterranean people_ vol. I (25-50)/ENA 2556.1_1 (PGPID 656).pdf"
658,"https://commons.princeton.edu/media/geniza/6D.2.3 ENA (2348-4010) pt 1/ENA 2559.5 (PGPID 658).pdf"
659,"https://commons.princeton.edu/media/geniza/6D.2.3 ENA (2348-4010) pt 1/ENA 2559.3 (PGPID 659).pdf"
664,"https://commons.princeton.edu/media/geniza/6D.2.3 ENA (2348-4010) pt 1/ENA 2592.29 (PGPID 664).pdf"
666,"https://commons.princeton.edu/media/geniza/6D.2.3 ENA (2348-4010) pt 1/ENA 2727.18 (PGPID 666).pdf"
668,"https://commons.princeton.edu/media/geniza/6D.2.3 ENA (2348-4010) pt 1/ENA 2727.38 (PGPID 668).pdf"
670,"https://commons.princeton.edu/media/geniza/6D.2.3 ENA (2348-4010) pt 1/ENA 2727.7a (PGPID 670).pdf"
690,"https://commons.princeton.edu/media/geniza/6D.1.6 ENA 2805/ENA 2805.11_1 (PGPID 690).pdf"
690,"https://commons.princeton.edu/media/geniza/6D.1.6 ENA 2805/ENA 2805.11_2 (PGPID 690).pdf"
691,"https://commons.princeton.edu/media/geniza/6D.1.6 ENA 2805/ENA 2805.11 (PGPID 691).pdf"
692,"https://commons.princeton.edu/media/geniza/6D.1.6 ENA 2805/ENA 2805.12 (PGPID 692).pdf"
694,"https://commons.princeton.edu/media/geniza/6D.1.6 ENA 2805/ENA 2805.13 (PGPID 694).pdf"
695,"https://commons.princeton.edu/media/geniza/6D.1.6 ENA 2805/ENA 2805.14 (PGPID 695).pdf"
697,"https://commons.princeton.edu/media/geniza/6D.1.6 ENA 2805/ENA 2805.16 (PGPID 697).pdf"
698,"https://commons.princeton.edu/media/geniza/6D.1.6 ENA 2805/ENA 2805.16 (PGPID 698).pdf"
699,"https://commons.princeton.edu/media/geniza/6D.1.6 ENA 2805/ENA 2805.17 (PGPID 699).pdf"
701,"https://commons.princeton.edu/media/geniza/6D.1.6 ENA 2805/ENA 2805.18 (PGPID 701).pdf"
703,"https://commons.princeton.edu/media/geniza/6D.1.6 ENA 2805/ENA 2805.19 (PGPID 703).pdf"
705,"https://commons.princeton.edu/media/geniza/6D.1.6 ENA 2805/ENA 2805.21 (PGPID 705).pdf"
707,"https://commons.princeton.edu/media/geniza/6D.1.6 ENA 2805/ENA 2805.23 (PGPID 707).pdf"
708,"https://commons.princeton.edu/media/geniza/6D.1.6 ENA 2805/ENA 2805.24 (PGPID 708).pdf"
709,"https://commons.princeton.edu/media/geniza/6D.1.6 ENA 2805/ENA 2805.25 (PGPID 709).pdf"
710,"https://commons.princeton.edu/media/geniza/6D.1.6 ENA 2805/ENA 2805.25 (PGPID 710).pdf"
711,"https://commons.princeton.edu/media/geniza/6D.1.6 ENA 2805/ENA 2805.26 (PGPID 711).pdf"
713,"https://commons.princeton.edu/media/geniza/6D.1.6 ENA 2805/ENA 2805.2 (PGPID 713).pdf"
714,"https://commons.princeton.edu/media/geniza/6D.1.6 ENA 2805/ENA 2805.3_1 (PGPID 714).pdf"
714,"https://commons.princeton.edu/media/geniza/6D.1.6 ENA 2805/ENA 2805.3_2 (PGPID 714).pdf"
716,"https://commons.princeton.edu/media/geniza/6D.1.6 ENA 2805/ENA 2805.4 (PGPID 716).pdf"
717,"https://commons.princeton.edu/media/geniza/6D.1.6 ENA 2805/ENA 2805.5 (PGPID 717).pdf"
718,"https://commons.princeton.edu/media/geniza/6D.1.6 ENA 2805/ENA 2805.5 (PGPID 718).pdf"
719,"https://commons.princeton.edu/media/geniza/6D.1.6 ENA 2805/ENA 2805.6_2 (PGPID 719).pdf"
719,"https://commons.princeton.edu/media/geniza/6D.1.6 ENA 2805/ENA 2805.6_1 (PGPID 719).pdf"
720,"https://commons.princeton.edu/media/geniza/6D.1.6 ENA 2805/ENA 2805.6_1 (PGPID 720).pdf"
720,"https://commons.princeton.edu/media/geniza/6D.1.6 ENA 2805/ENA 2805.6_2 (PGPID 720).pdf"
721,"https://commons.princeton.edu/media/geniza/6D.1.6 ENA 2805/ENA 2805.7 (PGPID 721).pdf"
724,"https://commons.princeton.edu/media/geniza/6D.1.6 ENA 2805/ENA 2805.9 (PGPID 724).pdf"
729,"https://commons.princeton.edu/media/geniza/5B.1.3 India Book- Trade docs 197-290/ENA 2806.9_1 (PGPID 729).pdf"
729,"https://commons.princeton.edu/media/geniza/5B.1.3 India Book- Trade docs 197-290/ENA 2806.9_2 (PGPID 729).pdf"
730,"https://commons.princeton.edu/media/geniza/6D.2.3 ENA (2348-4010) pt 2/ENA 2808.15 (PGPID 730).pdf"
735,"https://commons.princeton.edu/media/geniza/6D.2.3 ENA (2348-4010) pt 2/ENA 3014.3 (PGPID 735).pdf"
736,"https://commons.princeton.edu/media/geniza/6D.2.3 ENA (2348-4010) pt 2/ENA 3026.13 (PGPID 736).pdf"
737,"https://commons.princeton.edu/media/geniza/6D.2.3 ENA (2348-4010) pt 2/ENA 3124.13 (PGPID 737).pdf"
739,"https://commons.princeton.edu/media/geniza/6D.2.3 ENA (2348-4010) pt 2/ENA 3765.10 (PGPID 739).pdf"
754,"https://commons.princeton.edu/media/geniza/6B.1.4 Mediterranean people_ _In Town_ communal life/ENA 4009.2 (PGPID 754).pdf"
757,"https://commons.princeton.edu/media/geniza/5B.1.3 India Book- Trade docs 197-290/ENA 4010.17 (PGPID 757).pdf"
761,"https://commons.princeton.edu/media/geniza/6D.2.3 ENA (2348-4010) pt 2/ENA 4010.31 (PGPID 761).pdf"
772,"https://commons.princeton.edu/media/geniza/6B.1.3 Mediterranean People_ public admin_ etchttps://commons.princeton.edu/media/geniza/ENA 4011.42 (PGPID 772).pdf"
803,"https://commons.princeton.edu/media/geniza/6D.1.2 ENA NS (2-23)_ pt 1/ENA NS 16.30 (PGPID 803).pdf"
809,"https://commons.princeton.edu/media/geniza/6D.1.2 ENA NS (2-23)_ pt 1/ENA NS 17.22 (PGPID 809).pdf"
810,"https://commons.princeton.edu/media/geniza/6D.1.2 ENA NS (2-23)_ pt 1/ENA NS 17.23 (PGPID 810).pdf"
811,"https://commons.princeton.edu/media/geniza/6D.1.2 ENA NS (2-23)_ pt 1/ENA NS 17.28 (PGPID 811).pdf"
813,"https://commons.princeton.edu/media/geniza/5C.1.3 Nahray 1-100/ENA NS 18.24 (PGPID 813).pdf"
820,"https://commons.princeton.edu/media/geniza/6D.1.2 ENA NS (2-23)_ pt 1/ENA NS 2.26 (PGPID 820).pdf"
823,"https://commons.princeton.edu/media/geniza/6D.1.2 ENA NS (2-23)_ pt 1/ENA NS 2.37 (PGPID 823).pdf"
824,"https://commons.princeton.edu/media/geniza/6D.1.2 ENA NS (2-23)_ pt 1/ENA NS 2.38 (PGPID 824).pdf"
825,"https://commons.princeton.edu/media/geniza/6D.1.2 ENA NS (2-23) pt 2/ENA NS 21.2_1 (PGPID 825).pdf"
825,"https://commons.princeton.edu/media/geniza/6D.1.5 ENA NS (21-22)/ENA NS 21.2_2 (PGPID 825).pdf"
826,"https://commons.princeton.edu/media/geniza/6D.1.2 ENA NS (2-23) pt 2/ENA NS 21.6_1 (PGPID 826).pdf"
826,"https://commons.princeton.edu/media/geniza/6D.1.5 ENA NS (21-22)/ENA NS 21.6_2 (PGPID 826).pdf"
827,"https://commons.princeton.edu/media/geniza/6D.1.2 ENA NS (2-23) pt 2/ENA NS 22.13 (PGPID 827).pdf"
828,"https://commons.princeton.edu/media/geniza/6D.1.2 ENA NS (2-23) pt 2/ENA NS 22.24_1 (PGPID 828).pdf"
828,"https://commons.princeton.edu/media/geniza/6D.1.8 ENA_ NS 22 (not copied)/ENA NS 22.24_2 (PGPID 828).pdf"
839,"https://commons.princeton.edu/media/geniza/5C.1.1 NN_ Michael_ pt.1/Gottheil-Worrell XII (PGPID 839).pdf"
839,"https://commons.princeton.edu/media/geniza/5C.1.2 Nahray 101_ pt.1/Gottheil-Worrell XII (PGPID 839).pdf"
841,"https://commons.princeton.edu/media/geniza/5C.1.1 NN_ Michael_ pt.1/Gottheil-Worrell XXVII_1 (PGPID 841).pdf"
841,"https://commons.princeton.edu/media/geniza/5C.1.2 Nahray 101_ pt.1/Gottheil-Worrell XXVII_2 (PGPID 841).pdf"
860,"https://commons.princeton.edu/media/geniza/6E.2.3 Mosseri/Moss. VII_30 (PGPID 860).pdf"
873,"https://commons.princeton.edu/media/geniza/6E.2.3 Mosseri/Moss. III_231 (Alt_ L_162) (PGPID 873).pdf"
898,"https://commons.princeton.edu/media/geniza/6E.2.3 Mosseri/Moss. VII_142 (PGPID 898).pdf"
902,"https://commons.princeton.edu/media/geniza/6E.2.4 AIU_ Manchester_ P. Heid_ PER_ Philadelphia/PER H 135 (PGPID 902).pdf"
903,"https://commons.princeton.edu/media/geniza/6E.2.4 AIU_ Manchester_ P. Heid_ PER_ Philadelphia/PER H 160 (PGPID 903).pdf"
910,"https://commons.princeton.edu/media/geniza/5C.2.3 Wills_ inventories_ death/PER H 94 (PGPID 910).pdf"
916,"https://commons.princeton.edu/media/geniza/5D.2.3 - 13J (1-10) PT 1/T-S 13J1.10 (PGPID 916).pdf"
917,"https://commons.princeton.edu/media/geniza/5D.2.3 - 13J (1-10) PT 1/T-S 13J1.11 (PGPID 917).pdf"
918,"https://commons.princeton.edu/media/geniza/5D.2.3 - 13J (1-10) PT 1/T-S 13J1.12 (PGPID 918).pdf"
919,"https://commons.princeton.edu/media/geniza/5D.2.3 - 13J (1-10) PT 1/T-S 13J1.13_2 (PGPID 919).pdf"
919,"https://commons.princeton.edu/media/geniza/5C.2.2 Mediterranean people_ B III_ Employment 1-12/T-S 13J1.13_1 (PGPID 919).pdf"
922,"https://commons.princeton.edu/media/geniza/5D.2.3 - 13J (1-10) PT 1/T-S 13J1.17 (PGPID 922).pdf"
923,"https://commons.princeton.edu/media/geniza/5D.2.3 - 13J (1-10) PT 1/T-S 13J1.18 (PGPID 923).pdf"
924,"https://commons.princeton.edu/media/geniza/5D.2.3 - 13J (1-10) PT 1/T-S 13J1.19 (PGPID 924).pdf"
925,"https://commons.princeton.edu/media/geniza/5D.2.3 - 13J (1-10) PT 1/T-S 13J1.2 (PGPID 925).pdf"
926,"https://commons.princeton.edu/media/geniza/5D.2.3 - 13J (1-10) PT 1/T-S 13J1.21 (PGPID 926).pdf"
927,"https://commons.princeton.edu/media/geniza/5D.2.3 - 13J (1-10) PT 1/T-S 13J1.22_2 (PGPID 927).pdf"
927,"https://commons.princeton.edu/media/geniza/5C.2.6 Mediterranean people_ B_ IV_ Loans and Debts/T-S 13J1.22_1 (PGPID 927).pdf"
928,"https://commons.princeton.edu/media/geniza/5D.2.3 - 13J (1-10) PT 1/T-S 13J1.23 (PGPID 928).pdf"
929,"https://commons.princeton.edu/media/geniza/5D.2.3 - 13J (1-10) PT 1/T-S 13J1.3 (PGPID 929).pdf"
931,"https://commons.princeton.edu/media/geniza/5D.2.3 - 13J (1-10) PT 1/T-S 13J1.8 (PGPID 931).pdf"
932,"https://commons.princeton.edu/media/geniza/5D.2.3 - 13J (1-10) PT 1/T-S 13J1.9 (PGPID 932).pdf"
933,"https://commons.princeton.edu/media/geniza/5D.2.3 - 13J (1-10) PT 1/T-S 13J1.16 (PGPID 933).pdf"
934,"https://commons.princeton.edu/media/geniza/5D.2.3 - 13J (1-10) pt 2/T-S 13J10.2 (PGPID 934).pdf"
935,"https://commons.princeton.edu/media/geniza/5D.2.3 - 13J (1-10) pt 2/T-S 13J10.5 (PGPID 935).pdf"
944,"https://commons.princeton.edu/media/geniza/5D.2.1 - 13J (12-18)/T-S 13J13.2 (PGPID 944).pdf"
945,"https://commons.princeton.edu/media/geniza/5D.2.1 - 13J (12-18)/T-S 13J13.21 (PGPID 945).pdf"
946,"https://commons.princeton.edu/media/geniza/5D.2.1 - 13J (12-18)/T-S 13J13.3 (PGPID 946).pdf"
947,"https://commons.princeton.edu/media/geniza/5C.1.1 NN_ Michael_ pt. 2/T-S 13J13.5 (PGPID 947).pdf"
948,"https://commons.princeton.edu/media/geniza/5C.1.2 Nahray 101_ pt.1/T-S 13J13.6_2 (PGPID 948).pdf"
948,"https://commons.princeton.edu/media/geniza/5D.2.1 - 13J (12-18)/T-S 13J13.6_1 (PGPID 948).pdf"
952,"https://commons.princeton.edu/media/geniza/5D.2.1 - 13J (12-18)/T-S 13J14.13 (PGPID 952).pdf"
953,"https://commons.princeton.edu/media/geniza/5D.2.1 - 13J (12-18)/T-S 13J14.16_1 (PGPID 953).pdf"
953,"https://commons.princeton.edu/media/geniza/6B.1.4 Mediterranean people_ _In Town_ communal life/T-S 13J14.16_2 (PGPID 953).pdf"
954,"https://commons.princeton.edu/media/geniza/5D.2.1 - 13J (12-18)/T-S 13J14.17 (PGPID 954).pdf"
955,"https://commons.princeton.edu/media/geniza/5C.1.1 NN_ Michael_ pt.1/T-S 13J14.18_1 (PGPID 955).pdf"
955,"https://commons.princeton.edu/media/geniza/5C.1.3 Nahray 1-100/T-S 13J14.18_2 (PGPID 955).pdf"
958,"https://commons.princeton.edu/media/geniza/5D.2.1 - 13J (12-18)/T-S 13J14.24 (PGPID 958).pdf"
963,"https://commons.princeton.edu/media/geniza/5D.2.1 - 13J (12-18)/T-S 13J15.14 (PGPID 963).pdf"
965,"https://commons.princeton.edu/media/geniza/5C.1.1 NN_ Michael_ pt.1/T-S 13J15.19_1 (PGPID 965).pdf"
965,"https://commons.princeton.edu/media/geniza/5C.1.2 Nahray 101_ pt.1/T-S 13J15.19_2 (PGPID 965).pdf"
967,"https://commons.princeton.edu/media/geniza/5D.2.1 - 13J (12-18)/T-S 13J15.4 (PGPID 967).pdf"
968,"https://commons.princeton.edu/media/geniza/5D.2.1 - 13J (12-18)/T-S 13J15.5 (PGPID 968).pdf"
969,"https://commons.princeton.edu/media/geniza/5D.2.1 - 13J (12-18)/T-S 13J16.13 (PGPID 969).pdf"
974,"https://commons.princeton.edu/media/geniza/6B.1.9 Communal strife/T-S 13J16.21_2 (PGPID 974).pdf"
974,"https://commons.princeton.edu/media/geniza/5D.2.1 - 13J (12-18)/T-S 13J16.21_1 (PGPID 974).pdf"
975,"https://commons.princeton.edu/media/geniza/5D.2.1 - 13J (12-18)/T-S 13J16.24 (PGPID 975).pdf"
976,"https://commons.princeton.edu/media/geniza/5D.2.1 - 13J (12-18)/T-S 13J16.3 (PGPID 976).pdf"
977,"https://commons.princeton.edu/media/geniza/5C.1.1 NN_ Michael_ pt.1/T-S 13J16.4_1 (PGPID 977).pdf"
977,"https://commons.princeton.edu/media/geniza/5C.1.3 Nahray 1-100/T-S 13J16.4_2 (PGPID 977).pdf"
978,"https://commons.princeton.edu/media/geniza/5C.1.1 NN_ Michael_ pt.1/T-S 13J16.7_1 (PGPID 978).pdf"
978,"https://commons.princeton.edu/media/geniza/5C.1.3 Nahray 1-100/T-S 13J16.7_2 (PGPID 978).pdf"
979,"https://commons.princeton.edu/media/geniza/5C.1.1 NN_ Michael_ pt.1/T-S 13J17.1_1 (PGPID 979).pdf"
979,"https://commons.princeton.edu/media/geniza/5C.1.2 Nahray 101_ pt.1/T-S 13J17.1_2 (PGPID 979).pdf"
980,"https://commons.princeton.edu/media/geniza/5D.2.1 - 13J (12-18)/T-S 13J17.11 (PGPID 980).pdf"
982,"https://commons.princeton.edu/media/geniza/5C.1.1 NN_ Michael_ pt. 2/T-S 13J17.18_1 (PGPID 982).pdf"
982,"https://commons.princeton.edu/media/geniza/5C.1.2 Nahray 101_ pt.1/T-S 13J17.18_2 (PGPID 982).pdf"
